Freq.	V(d_3p)
1.69916000000000e+009	(-7.44031149631347e+000dB,-3.50064617807062e+001°)
1.71915000000000e+009	(-7.42968480316769e+000dB,-3.54810200061051e+001°)
1.73914000000000e+009	(-7.41910683288040e+000dB,-3.59577234285462e+001°)
1.75913000000000e+009	(-7.40858444527830e+000dB,-3.64365812812296e+001°)
1.77912000000000e+009	(-7.39812458017534e+000dB,-3.69176019998553e+001°)
1.79911000000000e+009	(-7.38773425614615e+000dB,-3.74007931976082e+001°)
1.81910000000000e+009	(-7.37742056913245e+000dB,-3.78861616399643e+001°)
1.83909000000000e+009	(-7.36719069088046e+000dB,-3.83737132193523e+001°)
1.85908000000000e+009	(-7.35705186720521e+000dB,-3.88634529296997e+001°)
1.87907000000000e+009	(-7.34701141608055e+000dB,-3.93553848409033e+001°)
1.89906000000000e+009	(-7.33707672555072e+000dB,-3.98495120732589e+001°)
1.91905000000000e+009	(-7.32725525146135e+000dB,-4.03458367718896e+001°)
1.93904000000000e+009	(-7.31755451500696e+000dB,-4.08443600812167e+001°)
1.95903000000000e+009	(-7.30798210009229e+000dB,-4.13450821195154e+001°)
1.97902000000000e+009	(-7.29854565050489e+000dB,-4.18480019536023e+001°)
1.99901000000000e+009	(-7.28925286689682e+000dB,-4.23531175737035e+001°)
2.01900000000000e+009	(-7.28011150357265e+000dB,-4.28604258685540e+001°)
2.03899000000000e+009	(-7.27112936508277e+000dB,-4.33699226007816e+001°)
2.05898000000000e+009	(-7.26231430261925e+000dB,-4.38816023826307e+001°)
2.07897000000000e+009	(-7.25367421021362e+000dB,-4.43954586520834e+001°)
2.09896000000000e+009	(-7.24521702073509e+000dB,-4.49114836494375e+001°)
2.11895000000000e+009	(-7.23695070168852e+000dB,-4.54296683944041e+001°)
2.13894000000000e+009	(-7.22888325081179e+000dB,-4.59500026637860e+001°)
2.15893000000000e+009	(-7.22102269147286e+000dB,-4.64724749698047e+001°)
2.17892000000000e+009	(-7.21337706786658e+000dB,-4.69970725391428e+001°)
2.19891000000000e+009	(-7.20595444001273e+000dB,-4.75237812927683e+001°)
2.21890000000000e+009	(-7.19876287855661e+000dB,-4.80525858266143e+001°)
2.23889000000000e+009	(-7.19181045937401e+000dB,-4.85834693931824e+001°)
2.25888000000000e+009	(-7.18510525798379e+000dB,-4.91164138841449e+001°)
2.27887000000000e+009	(-7.17865534377063e+000dB,-4.96513998140160e+001°)
2.29886000000000e+009	(-7.17246877402228e+000dB,-5.01884063049691e+001°)
2.31885000000000e+009	(-7.16655358778545e+000dB,-5.07274110728721e+001°)
2.33884000000000e+009	(-7.16091779954588e+000dB,-5.12683904146162e+001°)
2.35883000000000e+009	(-7.15556939273810e+000dB,-5.18113191968124e+001°)
2.37882000000000e+009	(-7.15051631309160e+000dB,-5.23561708459293e+001°)
2.39881000000000e+009	(-7.14576646182056e+000dB,-5.29029173399447e+001°)
2.41880000000000e+009	(-7.14132768866523e+000dB,-5.34515292015859e+001°)
2.43879000000000e+009	(-7.13720778479356e+000dB,-5.40019754932249e+001°)
2.45878000000000e+009	(-7.13341447557259e+000dB,-5.45542238135020e+001°)
2.47877000000000e+009	(-7.12995541321979e+000dB,-5.51082402957427e+001°)
2.49876000000000e+009	(-7.12683816934525e+000dB,-5.56639896082323e+001°)
2.51875000000000e+009	(-7.12407022739611e+000dB,-5.62214349564115e+001°)
2.53874000000000e+009	(-7.12165897501628e+000dB,-5.67805380870511e+001°)
2.55873000000000e+009	(-7.11961169633361e+000dB,-5.73412592944609e+001°)
2.57872000000000e+009	(-7.11793556418885e+000dB,-5.79035574287865e+001°)
2.59871000000000e+009	(-7.11663763232068e+000dB,-5.84673899064379e+001°)
2.61870000000000e+009	(-7.11572482752160e+000dB,-5.90327127226961e+001°)
2.63869000000000e+009	(-7.11520394178057e+000dB,-5.95994804665344e+001°)
2.65868000000000e+009	(-7.11508162442854e+000dB,-6.01676463376875e+001°)
2.67867000000000e+009	(-7.11536437430326e+000dB,-6.07371621659952e+001°)
2.69866000000000e+009	(-7.11605853195089e+000dB,-6.13079784330430e+001°)
2.71865000000000e+009	(-7.11717027188190e+000dB,-6.18800442961141e+001°)
2.73864000000000e+009	(-7.11870559489904e+000dB,-6.24533076144622e+001°)
