time	V(sum)
6.888403320310858e-010	8.435274e-003
6.889624023435858e-010	8.424370e-003
6.890844726560858e-010	8.413572e-003
6.892065429685857e-010	8.402855e-003
6.893286132810857e-010	8.392204e-003
6.894506835935856e-010	8.381614e-003
6.895727539060856e-010	8.371099e-003
6.896948242185855e-010	8.360657e-003
6.898168945310855e-010	8.350281e-003
6.899389648435855e-010	8.339963e-003
6.900610351560854e-010	8.329684e-003
6.901831054685854e-010	8.319421e-003
6.903051757810853e-010	8.309158e-003
6.904272460935853e-010	8.298891e-003
6.905493164060853e-010	8.288633e-003
6.906713867185852e-010	8.278385e-003
6.907934570310852e-010	8.268138e-003
6.909155273435851e-010	8.257886e-003
6.910375976560851e-010	8.247609e-003
6.911596679685850e-010	8.237286e-003
6.912817382810850e-010	8.226898e-003
6.914038085935850e-010	8.216443e-003
6.915258789060849e-010	8.205935e-003
6.916479492185849e-010	8.195374e-003
6.917700195310848e-010	8.184753e-003
6.918920898435848e-010	8.174066e-003
6.920141601560847e-010	8.163292e-003
6.921362304685847e-010	8.152412e-003
6.922583007810847e-010	8.141408e-003
6.923803710935846e-010	8.130278e-003
6.925024414060846e-010	8.119036e-003
6.926245117185845e-010	8.107683e-003
6.927465820310845e-010	8.096213e-003
6.928686523435844e-010	8.084618e-003
6.929907226560844e-010	8.072881e-003
6.931127929685844e-010	8.060982e-003
6.932348632810843e-010	8.048905e-003
6.933569335935843e-010	8.036648e-003
6.934790039060842e-010	8.024226e-003
6.936010742185842e-010	8.011639e-003
6.937231445310841e-010	7.998882e-003
6.938452148435841e-010	7.985948e-003
6.939672851560841e-010	7.972823e-003
6.940893554685840e-010	7.959486e-003
6.942114257810840e-010	7.945923e-003
6.943334960935839e-010	7.932134e-003
6.944555664060839e-010	7.918132e-003
6.945776367185838e-010	7.903917e-003
6.946997070310838e-010	7.889486e-003
6.948217773435838e-010	7.874833e-003
6.949438476560837e-010	7.859945e-003
6.950659179685837e-010	7.844804e-003
6.951879882810836e-010	7.829396e-003
6.953100585935836e-010	7.813724e-003
6.954321289060836e-010	7.797797e-003
6.955541992185835e-010	7.781619e-003
6.956762695310835e-010	7.765186e-003
6.957983398435834e-010	7.748493e-003
6.959204101560834e-010	7.731528e-003
6.960424804685833e-010	7.714277e-003
6.961645507810833e-010	7.696728e-003
6.962866210935833e-010	7.678874e-003
6.964086914060832e-010	7.660723e-003
6.965307617185832e-010	7.642288e-003
6.966528320310831e-010	7.623572e-003
6.967749023435831e-010	7.604569e-003
6.968969726560830e-010	7.585276e-003
6.970190429685830e-010	7.565683e-003
6.971411132810830e-010	7.545777e-003
6.972631835935829e-010	7.525549e-003
6.973852539060829e-010	7.504995e-003
6.975073242185828e-010	7.484118e-003
6.976293945310828e-010	7.462934e-003
6.977514648435827e-010	7.441443e-003
6.978735351560827e-010	7.419642e-003
6.979956054685827e-010	7.397529e-003
6.981176757810826e-010	7.375097e-003
6.982397460935826e-010	7.352336e-003
6.983618164060825e-010	7.329241e-003
6.984838867185825e-010	7.305809e-003
6.986059570310824e-010	7.282038e-003
6.987280273435824e-010	7.257927e-003
6.988500976560824e-010	7.233486e-003
6.989721679685823e-010	7.208729e-003
6.990942382810823e-010	7.183658e-003
6.992163085935822e-010	7.158268e-003
6.993383789060822e-010	7.132557e-003
6.994604492185821e-010	7.106522e-003
6.995825195310821e-010	7.080156e-003
6.997045898435821e-010	7.053457e-003
6.998266601560820e-010	7.026424e-003
6.999487304685820e-010	6.999059e-003
7.000708007810819e-010	6.971361e-003
7.001928710935819e-010	6.943333e-003
7.003149414060818e-010	6.914977e-003
7.004370117185818e-010	6.886293e-003
7.005590820310818e-010	6.857284e-003
7.006811523435817e-010	6.827952e-003
7.008032226560817e-010	6.798327e-003
7.008779296875001e-010	6.780025e-003
7.010000000000000e-010	6.749931e-003
7.010122070312500e-010	6.746899e-003
7.010366210937499e-010	6.740825e-003
7.010854492187499e-010	6.728630e-003
7.011831054687500e-010	6.704093e-003
7.013051757812499e-010	6.673180e-003
7.014272460937499e-010	6.641978e-003
7.015493164062498e-010	6.610475e-003
7.016713867187498e-010	6.578672e-003
7.017934570312497e-010	6.546593e-003
7.018779296875001e-010	6.524207e-003
7.020000000000001e-010	6.491660e-003
